TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-06 12:42:52,1778071372504,vercel-ideahub.vercel.app/api/checkout-records,GET,,200,6k6ml-1778071371476-2f2d9cb7a2b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:52] ""GET /api/checkout-records HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:51,1778071371476,vercel-ideahub.vercel.app/api/checkout-records,GET,,200,6k6ml-1778071371476-2f2d9cb7a2b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,1034,iad1,270,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:51,1778071371664,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,kk5w4-1778071371474-f2dcf5d99486,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:51] ""GET /api/lounge-bookings/overdue-alerts HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:51,1778071371474,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,kk5w4-1778071371474-f2dcf5d99486,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,193,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:51,1778071371710,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,jmx5t-1778071371462-9c332ca24515,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:51] ""GET /api/orders/pending-count HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:51,1778071371462,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,jmx5t-1778071371462-9c332ca24515,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,253,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:51,1778071371586,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzKDfU,200,s2bsq-1778071371452-265b0b2f9a47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:51] ""GET /socket.io/?EIO=4&transport=polling&t=PtzKDfU HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:51,1778071371452,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzKDfU,200,s2bsq-1778071371452-265b0b2f9a47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,2,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,3,,
2026-05-06 12:42:51,1778071371260,vercel-ideahub.vercel.app/static/css/style.css,GET,,304,jmx5t-1778071371135-f38a43511add,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:51] ""GET /static/css/style.css HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:51,1778071371135,vercel-ideahub.vercel.app/static/css/style.css,GET,,304,jmx5t-1778071371135-f38a43511add,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,2,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,2,,
2026-05-06 12:42:50,1778071370927,vercel-ideahub.vercel.app/checkout-records,GET,,200,kk5w4-1778071370785-f36bebe0e6e7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:50] ""GET /checkout-records HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:50,1778071370785,vercel-ideahub.vercel.app/checkout-records,GET,,200,kk5w4-1778071370785-f36bebe0e6e7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,6,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,2,,
2026-05-06 12:42:50,1778071370589,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,75p5b-1778071370340-187cf85ecc29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:50] ""GET /api/orders/pending-count HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:50,1778071370340,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,75p5b-1778071370340-187cf85ecc29,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,255,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:50,1778071370644,vercel-ideahub.vercel.app/api/space-availability,GET,,200,j8fd5-1778071370309-13035638180d,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:50] ""GET /api/space-availability HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:50,1778071370309,vercel-ideahub.vercel.app/api/space-availability,GET,,200,j8fd5-1778071370309-13035638180d,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,332,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:50,1778071370491,vercel-ideahub.vercel.app/api/active-sessions,GET,,200,6xw22-1778071370309-ce606f52abe2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:50] ""GET /api/active-sessions HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:50,1778071370309,vercel-ideahub.vercel.app/api/active-sessions,GET,,200,6xw22-1778071370309-ce606f52abe2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,191,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,4,,
2026-05-06 12:42:49,1778071369255,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,s2bsq-1778071369072-71e08e6fb053,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:49] ""GET /api/lounge-bookings/overdue-alerts HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:49,1778071369072,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,s2bsq-1778071369072-71e08e6fb053,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,194,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,3,,
2026-05-06 12:42:49,1778071369323,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,9t5gl-1778071369072-6ea0d0ac9e10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:49] ""GET /api/orders/pending-count HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:49,1778071369072,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,9t5gl-1778071369072-6ea0d0ac9e10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,253,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,3,,
2026-05-06 12:42:49,1778071369336,vercel-ideahub.vercel.app/api/admin/users,GET,,200,d5d2r-1778071369071-c20d54b398c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:49] ""GET /api/admin/users HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:49,1778071369071,vercel-ideahub.vercel.app/api/admin/users,GET,,200,d5d2r-1778071369071-c20d54b398c3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,250,iad1,271,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZXFA109GM7E3SR23VS63,uyeGEs0x1gCB,2,,
2026-05-06 12:42:49,1778071369277,vercel-ideahub.vercel.app/api/admin/staff-analytics,GET,,200,8j8hw-1778071369071-2c58aa64637a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:49] ""GET /api/admin/staff-analytics HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:49,1778071369071,vercel-ideahub.vercel.app/api/admin/staff-analytics,GET,,200,8j8hw-1778071369071-2c58aa64637a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,188,iad1,271,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZXFA109GM7E3SR23VS63,uyeGEs0x1gCB,2,,
2026-05-06 12:43:10,1778071390983,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJ-0x&sid=Nu1ve0Wwc6wP1vghAAAG,200,6mkq5-1778071366534-0c25695a31b0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:43:10] ""GET /socket.io/?EIO=4&transport=polling&t=PtzJ-0x&sid=Nu1ve0Wwc6wP1vghAAAG HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:46,1778071366534,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJ-0x&sid=Nu1ve0Wwc6wP1vghAAAG,200,6mkq5-1778071366534-0c25695a31b0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,24316,iad1,271,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTZX6S0WGEY99DP9GMCN,1TPEYOFsly6V,6,,
2026-05-06 12:42:46,1778071366439,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=websocket&sid=Nu1ve0Wwc6wP1vghAAAG,400,m68kz-1778071366304-ed74b643e0c6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:46] ""GET /socket.io/?EIO=4&transport=websocket&sid=Nu1ve0Wwc6wP1vghAAAG HTTP/1.1"" 400 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:46,1778071366304,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=websocket&sid=Nu1ve0Wwc6wP1vghAAAG,400,m68kz-1778071366304-ed74b643e0c6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,9,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTRMEV9HGC14C2VM4MWP,1TPEYOFsly6V,1,,
2026-05-06 12:42:46,1778071366327,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJzxN&sid=Nu1ve0Wwc6wP1vghAAAG,200,6xw22-1778071366183-f7ff74c1c64f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:46] ""GET /socket.io/?EIO=4&transport=polling&t=PtzJzxN&sid=Nu1ve0Wwc6wP1vghAAAG HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:46,1778071366183,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJzxN&sid=Nu1ve0Wwc6wP1vghAAAG,200,6xw22-1778071366183-f7ff74c1c64f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,9,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTN7QR64RPAN9XBGRG7J,1TPEYOFsly6V,1,,
2026-05-06 12:42:46,1778071366311,vercel-ideahub.vercel.app/socket.io/,POST,EIO=4&transport=polling&t=PtzJzxK&sid=Nu1ve0Wwc6wP1vghAAAG,200,ss9sv-1778071366173-4576fa9080a9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:46] ""POST /socket.io/?EIO=4&transport=polling&t=PtzJzxK&sid=Nu1ve0Wwc6wP1vghAAAG HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:46,1778071366173,vercel-ideahub.vercel.app/socket.io/,POST,EIO=4&transport=polling&t=PtzJzxK&sid=Nu1ve0Wwc6wP1vghAAAG,200,ss9sv-1778071366173-4576fa9080a9,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,9,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTMJW5TQC28J751VS3T1,1TPEYOFsly6V,1,,
2026-05-06 12:42:45,1778071365982,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJzsK,200,2dpks-1778071365850-0b6aeb72fa1f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:45] ""GET /socket.io/?EIO=4&transport=polling&t=PtzJzsK HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:45,1778071365850,vercel-ideahub.vercel.app/socket.io/,GET,EIO=4&transport=polling&t=PtzJzsK,200,2dpks-1778071365850-0b6aeb72fa1f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,7,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZTAD52X0YGK7P483K9J8,1TPEYOFsly6V,1,,
2026-05-06 12:42:45,1778071365786,vercel-ideahub.vercel.app/api/active-sessions,GET,,200,6mkq5-1778071365557-8fe35e8dc82b,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:45] ""GET /api/active-sessions HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:45,1778071365557,vercel-ideahub.vercel.app/api/active-sessions,GET,,200,6mkq5-1778071365557-8fe35e8dc82b,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,199,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZSSR75P3NG5AJ5NCKF98,1TPEYOFsly6V,3,,
2026-05-06 12:42:45,1778071365614,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,qvpn2-1778071365352-f49bd9ec96d4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:45] ""GET /api/orders/pending-count HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:45,1778071365352,vercel-ideahub.vercel.app/api/orders/pending-count,GET,,200,qvpn2-1778071365352-f49bd9ec96d4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,254,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZSSR75P3NG5AJ5NCKF98,1TPEYOFsly6V,3,,
2026-05-06 12:42:45,1778071365544,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,mp92z-1778071365352-89ebd2f95c5e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:45] ""GET /api/lounge-bookings/overdue-alerts HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
2026-05-06 12:42:45,1778071365352,vercel-ideahub.vercel.app/api/lounge-bookings/overdue-alerts,GET,,200,mp92z-1778071365352-89ebd2f95c5e,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,194,iad1,269,2048,,prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,01KQYMZSSR75P3NG5AJ5NCKF98,1TPEYOFsly6V,3,,
2026-05-06 12:42:45,1778071365645,vercel-ideahub.vercel.app/api/space-availability,GET,,200,5wbzw-1778071365308-fa5a8edfc561,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",info,production,master,MISS,function,/api/index.py,vercel-ideahub.vercel.app,vercel-ideahub.vercel.app,dpl_FozbvsXtL76JZFrawArbYVLP3XXj,,,,,"127.0.0.1 - - [06/May/2026 12:42:45] ""GET /api/space-availability HTTP/1.1"" 200 -",prj_98nmHobApnM0GRqBrjPZkLez30Hq,,,,,,,
